 ACK Flag Count, Average Packet Size, Avg Bwd Segment Size, Avg Fwd Segment Size, Bwd IAT Max, Bwd IAT Mean, Bwd IAT Min, Bwd IAT Std, Bwd PSH Flags, Bwd Packet Length Mean, Bwd Packet Length Min, Bwd Packet Length Std, Bwd Packets/s, Down/Up Ratio, Flow Duration, Flow IAT Max, Flow IAT Mean, Flow IAT Min, Flow IAT Std, Flow Packets/s, Fwd IAT Max, Fwd IAT Mean, Fwd IAT Min, Fwd IAT Std, Fwd Packet Length Max, Fwd Packet Length Mean, Fwd Packet Length Min, Fwd Packet Length Std, Label, Max Packet Length, Min Packet Length, PSH Flag Count, Packet Length Mean, Packet Length Std, Packet Length Variance, Protocol, RST Flag Count, SYN Flag Count, Total Backward Packets, Total Fwd Packets, Total Length of Bwd Packets, URG Flag Count,Bwd IAT Total,Bwd Packet Length Max,FIN Flag Count,Flow Bytes/s,Fwd IAT Total,Fwd PSH Flags,Fwd Packets/s,Total Length of Fwd Packets
0,666.0,0.0,444.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,444.0,444.0,444.0,0.0,MSSQL,444.0,444.0,0,444.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,888000000.0,1.0,0,2000000.0,888.0
0,765.0,0.0,510.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,510.0,510.0,510.0,0.0,DrDoS_NetBIOS,510.0,510.0,0,510.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,1020000000.0,1.0,0,2000000.0,1020.0
0,640.5,0.0,427.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,427.0,427.0,427.0,0.0,DrDoS_NetBIOS,427.0,427.0,0,427.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,854000000.0,1.0,0,2000000.0,854.0
0,1920.0,0.0,1280.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,1280.0,1280.0,1280.0,0.0,MSSQL,1280.0,1280.0,0,1280.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,2560000000.0,1.0,0,2000000.0,2560.0
0,678.0,0.0,452.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,452.0,452.0,452.0,0.0,DrDoS_MSSQL,452.0,452.0,0,452.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,904000000.0,1.0,0,2000000.0,904.0
0,401.5,0.0,348.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,211949,110013.0,42389.8,1.0,58113.073139354805,28.30869690350037,110013.0,42389.8,1.0,58113.073139354805,393.0,348.0,321.0,35.08845964131227,DrDoS_UDP,393.0,321.0,0,344.1428571428572,33.61759743263722,1130.1428571428569,17,0,0,0,6,0.0,0,0.0,0.0,0,9851.426522418127,211949.0,0,28.308696903500373,2088.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Syn,0.0,0.0,0,0.0,0.0,0.0,6,0,0,0,2,0.0,0,0.0,0.0,0,0.0,1.0,0,2000000.0,0.0
0,343.5,0.0,229.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,229.0,229.0,229.0,0.0,Portmap,229.0,229.0,0,229.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,458000000.0,1.0,0,2000000.0,458.0
0,751.5,0.0,501.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,501.0,501.0,501.0,0.0,DrDoS_NetBIOS,501.0,501.0,0,501.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,1002000000.0,1.0,0,2000000.0,1002.0
0,552.0,0.0,368.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3.0,3.0,3.0,0.0,666666.6666666666,3.0,3.0,3.0,0.0,368.0,368.0,368.0,0.0,UDPLag,368.0,368.0,0,368.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,245333333.3333333,3.0,0,666666.6666666665,736.0
0,343.5,0.0,229.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,229.0,229.0,229.0,0.0,DrDoS_SNMP,229.0,229.0,0,229.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,458000000.0,1.0,0,2000000.0,458.0
0,2208.0,0.0,1472.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,1472.0,1472.0,1472.0,0.0,DrDoS_LDAP,1472.0,1472.0,0,1472.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,2944000000.0,1.0,0,2000000.0,2944.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,TFTP,0.0,0.0,0,0.0,0.0,0.0,6,0,0,0,2,0.0,0,0.0,0.0,0,0.0,1.0,0,2000000.0,0.0
0,343.5,0.0,229.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,229.0,229.0,229.0,0.0,DrDoS_SNMP,229.0,229.0,0,229.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,458000000.0,1.0,0,2000000.0,458.0
0,960.0,0.0,640.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,640.0,640.0,640.0,0.0,DrDoS_NetBIOS,640.0,640.0,0,640.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,1280000000.0,1.0,0,2000000.0,1280.0
0,2208.0,0.0,1472.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,47,47.0,47.0,47.0,0.0,42553.19148936171,47.0,47.0,47.0,0.0,1472.0,1472.0,1472.0,0.0,DrDoS_DNS,1472.0,1472.0,0,1472.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,62638297.872340426,47.0,0,42553.191489361714,2944.0
0,432.0,0.0,349.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,109324,109322.0,36441.33333333333,1.0,63116.50877807907,36.5884892612784,109322.0,36441.33333333333,1.0,63116.50877807907,369.0,349.5,330.0,22.516660498395403,UDP-lag,369.0,330.0,0,345.6,21.36117974270148,456.3,17,0,0,0,4,0.0,0,0.0,0.0,0,12787.6769968168,109324.0,0,36.5884892612784,1398.0
0,31.0,0.0,15.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,31.0,15.5,0.0,21.92031021678297,BENIGN,31.0,0.0,0,20.666666666666664,17.8978583448784,320.33333333333337,6,1,0,0,2,0.0,1,0.0,0.0,0,31000000.0,1.0,1,2000000.0,31.0
0,343.5,0.0,229.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,229.0,229.0,229.0,0.0,Portmap,229.0,229.0,0,229.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,458000000.0,1.0,0,2000000.0,458.0
0,925.5,0.0,617.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,617.0,617.0,617.0,0.0,MSSQL,617.0,617.0,0,617.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,1234000000.0,1.0,0,2000000.0,1234.0
0,805.5,0.0,537.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,537.0,537.0,0.0,DrDoS_NetBIOS,537.0,537.0,0,537.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1074.0
0,208.5,0.0,139.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,139.0,139.0,139.0,0.0,Portmap,139.0,139.0,0,139.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,278000000.0,1.0,0,2000000.0,278.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Syn,0.0,0.0,0,0.0,0.0,0.0,6,0,0,0,2,0.0,0,0.0,0.0,0,0.0,1.0,0,2000000.0,0.0
1,284.9,181.6,388.2,27490.0,6191.555555555556,1.0,11851.403747142267,0,181.6,0.0,274.52310163870237,123.87889599127892,1.0,80724,25526.0,4248.631578947368,1.0,9321.473758123862,247.75779198255785,26001.0,6021.444444444444,2.0,11130.378802079367,1373.0,388.2,0.0,558.0766175993319,BENIGN,1373.0,0.0,0,271.33333333333337,434.2828955109024,188601.63333333336,6,0,0,10,10,1816.0,0,55724.0,879.0,0,70586.19493583073,54193.0,0,123.87889599127892,3882.0
0,2208.0,0.0,1472.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,47,47.0,47.0,47.0,0.0,42553.19148936171,47.0,47.0,47.0,0.0,1472.0,1472.0,1472.0,0.0,DrDoS_DNS,1472.0,1472.0,0,1472.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,62638297.872340426,47.0,0,42553.191489361714,2944.0
0,2208.0,0.0,1472.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,1472.0,1472.0,1472.0,0.0,LDAP,1472.0,1472.0,0,1472.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,2944000000.0,1.0,0,2000000.0,2944.0
0,2208.0,0.0,1472.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,1472.0,1472.0,1472.0,0.0,LDAP,1472.0,1472.0,0,1472.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,2944000000.0,1.0,0,2000000.0,2944.0
0,601.5,0.0,401.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,48,48.0,48.0,48.0,0.0,41666.666666666664,48.0,48.0,48.0,0.0,401.0,401.0,401.0,0.0,DrDoS_UDP,401.0,401.0,0,401.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,16708333.333333332,48.0,0,41666.66666666666,802.0
0,2208.0,0.0,1472.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,1472.0,1472.0,1472.0,0.0,LDAP,1472.0,1472.0,0,1472.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,2944000000.0,1.0,0,2000000.0,2944.0
0,975.0,0.0,650.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,2.0,0.0,1000000.0,2.0,2.0,2.0,0.0,650.0,650.0,650.0,0.0,MSSQL,650.0,650.0,0,650.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,650000000.0,2.0,0,1000000.0,1300.0
0,447.5862068965517,0.0,440.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2282,394.0,40.03508771929825,1.0,78.6606556473258,25416.30148992112,394.0,40.03508771929825,1.0,78.6606556473258,440.0,440.0,440.0,0.0,DrDoS_NTP,440.0,440.0,0,440.0,0.0,0.0,17,0,0,0,58,0.0,0,0.0,0.0,0,11183172.655565294,2282.0,0,25416.30148992112,25520.0
0,693.0,0.0,462.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,462.0,462.0,462.0,0.0,DrDoS_NetBIOS,462.0,462.0,0,462.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,924000000.0,1.0,0,2000000.0,924.0
0,2208.0,0.0,1472.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,1472.0,1472.0,1472.0,0.0,DrDoS_DNS,1472.0,1472.0,0,1472.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,2944000000.0,1.0,0,2000000.0,2944.0
0,343.5,0.0,229.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,48,48.0,48.0,48.0,0.0,41666.666666666664,48.0,48.0,48.0,0.0,229.0,229.0,229.0,0.0,Portmap,229.0,229.0,0,229.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,9541666.666666666,48.0,0,41666.66666666666,458.0
